vehicle_id,vehicle_type,stop_id,cargo_type,x_km,y_km,arrival_hhmm,arrival_min,service_min,packages,has_hazard,expiration_min
G2-14,Camiones Medios con Rampa,G0607,general,21.27,16.4,12:46,406.5,3.0,2,False,
G2-14,Camiones Medios con Rampa,G0582,general,20.7,15.32,12:54,414.4,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0020,general,12.91,15.16,09:00,180,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0152,general,12.61,15.0,09:04,184.8,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0612,general,12.5,15.14,09:09,189.1,3.5,3,True,
G2-15,Camiones Medios con Rampa,G0649,general,12.1,14.9,09:14,194.4,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0617,general,12.06,14.62,09:18,198.6,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0176,general,11.96,14.04,09:23,203.4,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0136,general,12.38,13.87,09:27,207.7,3.5,3,True,
G2-15,Camiones Medios con Rampa,G0140,general,11.49,14.37,09:35,215.3,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0609,general,11.31,14.61,09:40,220.0,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0167,general,10.94,14.49,09:44,224.0,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0168,general,10.89,15.43,09:50,230.3,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0171,general,11.73,15.92,09:57,237.2,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0015,general,11.69,16.15,10:01,241.1,3.5,3,True,
G2-15,Camiones Medios con Rampa,G0638,general,11.95,16.53,10:06,246.5,3.5,3,True,
G2-15,Camiones Medios con Rampa,G0146,general,12.02,16.75,10:10,250.9,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0134,general,12.01,16.92,10:15,255.1,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0144,general,11.97,17.29,10:20,260.1,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0642,general,12.15,17.31,10:23,263.8,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0637,general,12.47,17.41,10:28,268.6,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0625,general,12.5,17.62,10:31,272.0,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0613,general,12.63,17.76,10:36,276.3,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0137,general,12.77,17.84,10:39,279.9,3.0,2,True,
G2-15,Camiones Medios con Rampa,G0161,general,12.09,18.07,10:45,285.8,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0138,general,11.86,17.68,10:50,290.6,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0621,general,11.69,17.45,10:54,294.3,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0643,general,11.64,17.44,10:58,298.0,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0639,general,11.42,17.83,11:03,303.3,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0503,general,11.17,18.06,11:08,308.2,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0250,general,11.02,18.16,11:11,311.9,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0174,general,10.87,18.22,11:16,316.0,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0155,general,10.94,17.99,11:20,320.5,2.5,1,True,
G2-15,Camiones Medios con Rampa,G0160,general,11.08,17.41,11:25,325.4,3.5,3,False,
G2-15,Camiones Medios con Rampa,G0233,general,11.12,17.3,11:29,329.3,3.5,3,True,
G2-15,Camiones Medios con Rampa,G0629,general,11.28,17.13,11:33,333.8,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0157,general,10.78,16.97,11:38,338.9,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0634,general,11.42,18.42,11:48,348.3,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0624,general,11.51,18.41,11:51,351.6,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0141,general,12.18,18.72,11:57,357.1,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0156,general,12.27,18.75,11:59,359.9,3.5,3,True,
G2-15,Camiones Medios con Rampa,G0622,general,12.35,16.22,12:13,373.6,3.0,2,False,
G2-15,Camiones Medios con Rampa,G0644,general,12.62,15.76,12:18,378.7,2.5,1,False,
G2-15,Camiones Medios con Rampa,G0013,general,12.21,15.53,12:23,383.1,3.0,2,False,
G3-01,Camiones Porta-Vehículos,V0003,vehicle,17.92,20.91,10:00,240,7,1,False,
G3-01,Camiones Porta-Vehículos,V0008,vehicle,18.45,22.64,10:16,256.0,7,1,False,
G3-01,Camiones Porta-Vehículos,V0001,vehicle,19.65,21.7,10:30,270.6,7,1,False,
G3-01,Camiones Porta-Vehículos,V0006,vehicle,20.0,22.21,10:40,280.7,7,1,False,
G3-01,Camiones Porta-Vehículos,V0010,vehicle,20.11,22.17,10:48,288.3,7,1,False,
G3-01,Camiones Porta-Vehículos,V0005,vehicle,20.73,21.71,10:59,299.2,7,1,False,
G3-01,Camiones Porta-Vehículos,V0004,vehicle,21.27,23.03,11:13,313.2,7,1,False,
G3-01,Camiones Porta-Vehículos,V0002,vehicle,23.25,21.67,11:32,332.3,7,1,False,
G3-01,Camiones Porta-Vehículos,V0009,vehicle,21.96,18.87,11:54,354.7,7,1,False,
G3-02,Camiones Porta-Vehículos,V0087,vehicle,20.5,13.18,10:00,240,7,1,False,
G3-02,Camiones Porta-Vehículos,V0019,vehicle,20.86,12.69,10:10,250.0,7,1,False,
G3-02,Camiones Porta-Vehículos,V0016,vehicle,21.72,13.07,10:21,261.7,7,1,False,
G3-02,Camiones Porta-Vehículos,V0089,vehicle,22.22,12.44,10:32,272.7,7,1,False,
G3-02,Camiones Porta-Vehículos,V0082,vehicle,21.82,11.53,10:44,284.7,7,1,False,
G3-02,Camiones Porta-Vehículos,V0013,vehicle,23.52,11.9,11:00,300.4,7,1,False,
G3-02,Camiones Porta-Vehículos,V0015,vehicle,23.87,13.84,11:17,317.3,7,1,False,
G3-02,Camiones Porta-Vehículos,V0018,vehicle,22.83,14.0,11:29,329.5,7,1,False,
G3-02,Camiones Porta-Vehículos,V0017,vehicle,22.15,14.3,11:40,340.2,7,1,False,
G3-02,Camiones Porta-Vehículos,V0011,vehicle,21.71,15.61,11:54,354.1,7,1,False,
G3-02,Camiones Porta-Vehículos,V0012,vehicle,21.84,16.08,12:03,363.6,7,1,False,
G3-03,Camiones Porta-Vehículos,V0021,vehicle,14.22,15.39,10:00,240,7,1,False,
G3-03,Camiones Porta-Vehículos,V0024,vehicle,13.4,16.6,10:14,254.3,7,1,False,
G3-03,Camiones Porta-Vehículos,V0023,vehicle,12.56,17.55,10:27,267.6,7,1,False,
G3-03,Camiones Porta-Vehículos,V0030,vehicle,11.93,16.77,10:39,279.6,7,1,False,
G3-03,Camiones Porta-Vehículos,V0029,vehicle,11.62,16.98,10:48,288.5,7,1,False,
G3-03,Camiones Porta-Vehículos,V0022,vehicle,11.45,15.92,11:00,300.9,7,1,False,
G3-03,Camiones Porta-Vehículos,V0025,vehicle,12.27,15.73,11:12,312.1,7,1,False,
G3-03,Camiones Porta-Vehículos,V0028,vehicle,11.63,14.71,11:25,325.2,7,1,False,
G3-03,Camiones Porta-Vehículos,V0026,vehicle,10.4,18.75,11:53,353.3,7,1,False,
G3-04,Camiones Porta-Vehículos,V0037,vehicle,10.76,8.43,10:00,240,7,1,False,
G3-04,Camiones Porta-Vehículos,V0074,vehicle,10.36,8.09,10:09,249.6,7,1,False,
G3-04,Camiones Porta-Vehículos,V0075,vehicle,10.19,7.43,10:20,260.0,7,1,False,
G3-04,Camiones Porta-Vehículos,V0036,vehicle,9.56,6.97,10:30,270.9,7,1,False,
G3-04,Camiones Porta-Vehículos,V0077,vehicle,8.55,5.88,10:45,285.4,7,1,False,
G3-05,Camiones Porta-Vehículos,V0066,vehicle,8.39,11.12,10:00,240,7,1,False,
G3-05,Camiones Porta-Vehículos,V0043,vehicle,7.18,10.01,10:15,255.2,7,1,False,
G3-05,Camiones Porta-Vehículos,V0047,vehicle,7.37,9.58,10:24,264.5,7,1,False,
G3-05,Camiones Porta-Vehículos,V0050,vehicle,8.13,9.44,10:35,275.4,7,1,False,
G3-05,Camiones Porta-Vehículos,V0048,vehicle,8.38,8.62,10:46,286.7,7,1,False,
G3-05,Camiones Porta-Vehículos,V0035,vehicle,7.43,8.55,10:58,298.5,7,1,False,
G3-05,Camiones Porta-Vehículos,V0040,vehicle,7.7,7.93,11:08,308.9,7,1,False,
G3-05,Camiones Porta-Vehículos,V0041,vehicle,6.66,8.59,11:22,322.0,7,1,False,
G3-05,Camiones Porta-Vehículos,V0076,vehicle,6.66,8.9,11:30,330.6,7,1,False,
G3-05,Camiones Porta-Vehículos,V0042,vehicle,6.07,8.52,11:41,341.1,7,1,False,
G3-06,Camiones Porta-Vehículos,V0027,vehicle,14.92,19.99,10:00,240,7,1,False,
G3-06,Camiones Porta-Vehículos,V0052,vehicle,15.53,21.0,10:12,252.9,7,1,False,
G3-06,Camiones Porta-Vehículos,V0051,vehicle,16.8,21.9,10:27,267.7,7,1,False,
G3-06,Camiones Porta-Vehículos,V0058,vehicle,16.52,22.4,10:37,277.6,7,1,False,
G3-06,Camiones Porta-Vehículos,V0007,vehicle,17.44,22.0,10:49,289.6,7,1,False,
G3-06,Camiones Porta-Vehículos,V0053,vehicle,15.57,23.48,11:08,308.5,7,1,False,
G3-06,Camiones Porta-Vehículos,V0060,vehicle,15.15,24.31,11:20,320.2,7,1,False,
G3-06,Camiones Porta-Vehículos,V0055,vehicle,16.04,24.32,11:31,331.6,7,1,False,
G3-06,Camiones Porta-Vehículos,V0059,vehicle,14.71,25.33,11:46,347.0,7,1,False,
G3-06,Camiones Porta-Vehículos,V0056,vehicle,14.0,25.01,11:57,357.9,7,1,False,
G3-06,Camiones Porta-Vehículos,V0057,vehicle,14.07,24.07,12:09,369.6,7,1,False,
G3-07,Camiones Porta-Vehículos,V0063,vehicle,9.68,13.59,10:00,240,7,1,False,
G3-07,Camiones Porta-Vehículos,V0070,vehicle,9.34,12.94,10:10,250.7,7,1,False,
G3-07,Camiones Porta-Vehículos,V0062,vehicle,9.23,14.29,10:24,264.5,7,1,False,
G3-07,Camiones Porta-Vehículos,V0067,vehicle,8.22,13.93,10:36,276.8,7,1,False,
G3-07,Camiones Porta-Vehículos,V0069,vehicle,7.59,14.44,10:47,287.9,7,1,False,
G3-07,Camiones Porta-Vehículos,V0068,vehicle,6.9,14.33,10:58,298.4,7,1,False,
G3-07,Camiones Porta-Vehículos,V0064,vehicle,6.74,13.97,11:07,307.4,7,1,False,
G3-07,Camiones Porta-Vehículos,V0065,vehicle,7.21,13.54,11:17,317.5,7,1,False,
G3-07,Camiones Porta-Vehículos,V0061,vehicle,4.84,17.58,11:47,347.9,7,1,False,
G3-08,Camiones Porta-Vehículos,V0071,vehicle,11.75,8.18,10:00,240,7,1,False,
G3-08,Camiones Porta-Vehículos,V0080,vehicle,11.29,7.66,10:10,250.5,7,1,False,
G3-08,Camiones Porta-Vehículos,V0092,vehicle,11.76,7.04,10:21,261.4,7,1,False,
G3-08,Camiones Porta-Vehículos,V0079,vehicle,10.62,6.67,10:34,274.4,7,1,False,
G3-08,Camiones Porta-Vehículos,V0034,vehicle,10.37,6.08,10:44,284.6,7,1,False,
G3-08,Camiones Porta-Vehículos,V0032,vehicle,10.35,5.62,10:53,293.9,7,1,False,
G3-08,Camiones Porta-Vehículos,V0072,vehicle,10.69,5.34,11:03,303.1,7,1,False,
G3-08,Camiones Porta-Vehículos,V0033,vehicle,9.67,6.12,11:16,316.5,7,1,False,
G3-08,Camiones Porta-Vehículos,V0073,vehicle,9.73,6.44,11:25,325.1,7,1,False,
G3-08,Camiones Porta-Vehículos,V0038,vehicle,9.2,5.27,11:38,338.6,7,1,False,
G3-09,Camiones Porta-Vehículos,V0014,vehicle,17.3,11.71,10:00,240,7,1,False,
G3-09,Camiones Porta-Vehículos,V0084,vehicle,18.08,11.73,10:10,250.9,7,1,False,
G3-09,Camiones Porta-Vehículos,V0083,vehicle,18.46,12.13,10:20,260.7,7,1,False,
G3-09,Camiones Porta-Vehículos,V0086,vehicle,18.66,10.95,10:33,273.7,7,1,False,
G3-09,Camiones Porta-Vehículos,V0090,vehicle,18.26,10.04,10:45,285.7,7,1,False,
G3-09,Camiones Porta-Vehículos,V0085,vehicle,20.09,9.77,11:01,301.9,7,1,False,
G3-09,Camiones Porta-Vehículos,V0088,vehicle,22.51,9.07,11:21,321.5,7,1,False,
G3-10,Camiones Porta-Vehículos,V0100,vehicle,14.48,10.03,10:00,240,7,1,False,
G3-10,Camiones Porta-Vehículos,V0095,vehicle,13.47,8.87,10:14,254.7,7,1,False,
G3-10,Camiones Porta-Vehículos,V0094,vehicle,13.55,8.01,10:26,266.0,7,1,False,
G3-10,Camiones Porta-Vehículos,V0093,vehicle,13.2,6.82,10:39,279.2,7,1,False,
G3-10,Camiones Porta-Vehículos,V0099,vehicle,13.3,6.56,10:47,287.6,7,1,False,
G3-10,Camiones Porta-Vehículos,V0031,vehicle,12.5,5.96,10:59,299.6,7,1,False,
G3-10,Camiones Porta-Vehículos,V0096,vehicle,14.64,6.45,11:17,317.5,7,1,False,
G3-10,Camiones Porta-Vehículos,V0091,vehicle,14.74,7.2,11:28,328.3,7,1,False,
G3-10,Camiones Porta-Vehículos,V0081,vehicle,15.89,7.62,11:41,341.4,7,1,False,
G3-10,Camiones Porta-Vehículos,V0097,vehicle,17.62,5.05,12:03,363.9,7,1,False,
G3-10,Camiones Porta-Vehículos,V0098,vehicle,13.78,3.86,12:30,391.0,7,1,False,
G4-01,Semirremolques de Gran Porte,B0005,bulk,15.32,16.83,06:27,27.4,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0041,bulk,15.25,17.52,06:33,33.9,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0031,bulk,15.1,17.73,06:38,38.5,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0040,bulk,14.92,17.45,06:43,43.3,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0019,bulk,14.54,17.94,06:50,50.5,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0009,bulk,14.32,17.9,06:54,55.0,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0017,bulk,14.12,18.12,07:00,60.2,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0028,bulk,14.14,18.37,07:05,65.3,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0003,bulk,14.58,18.42,07:11,71.7,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0022,bulk,14.66,19.04,07:17,77.9,4.0,2,True,
G4-01,Semirremolques de Gran Porte,B0004,bulk,14.3,19.64,07:24,84.9,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0038,bulk,14.36,19.83,07:29,89.3,3.5,1,True,
G4-01,Semirremolques de Gran Porte,B0029,bulk,14.33,20.2,07:34,94.3,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0046,bulk,14.57,20.47,07:40,100.4,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0051,bulk,14.11,20.6,07:46,106.4,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0030,bulk,14.21,20.83,07:51,111.0,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0043,bulk,14.21,20.89,07:54,114.8,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0007,bulk,14.32,21.25,08:00,120.9,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0049,bulk,14.39,21.56,08:05,125.8,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0036,bulk,13.66,21.13,08:13,133.4,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0006,bulk,13.83,20.74,08:18,138.8,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0032,bulk,13.59,20.5,08:23,143.7,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0047,bulk,13.41,20.18,08:29,149.3,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0026,bulk,13.21,20.52,08:34,154.4,3.5,1,True,
G4-01,Semirremolques de Gran Porte,B0025,bulk,13.64,19.74,08:41,161.8,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0042,bulk,13.73,19.74,08:45,165.6,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0001,bulk,13.6,19.64,08:50,170.3,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0052,bulk,13.85,18.76,08:57,177.8,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0027,bulk,13.55,17.85,09:05,185.4,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0039,bulk,13.9,16.95,09:14,194.0,4.5,3,True,
G4-01,Semirremolques de Gran Porte,B0013,bulk,13.04,16.55,09:22,202.6,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0008,bulk,12.07,18.95,09:37,217.2,4.0,2,True,
G4-01,Semirremolques de Gran Porte,B0067,bulk,11.38,19.21,09:44,224.4,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0048,bulk,12.0,21.13,09:56,236.5,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0016,bulk,12.11,21.68,10:03,243.4,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0050,bulk,13.18,21.5,10:12,252.1,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0012,bulk,13.48,21.78,10:17,257.9,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0035,bulk,13.75,23.01,10:27,267.2,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0020,bulk,15.64,22.06,10:40,280.3,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0018,bulk,16.26,21.4,10:47,287.7,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0037,bulk,15.92,20.27,10:56,296.8,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0023,bulk,16.41,19.95,11:03,303.3,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0014,bulk,16.74,19.63,11:09,309.3,4.5,3,True,
G4-01,Semirremolques de Gran Porte,B0045,bulk,17.06,20.12,11:16,316.3,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0015,bulk,15.48,19.2,11:28,328.6,3.5,1,True,
G4-01,Semirremolques de Gran Porte,B0033,bulk,15.27,19.58,11:33,333.9,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0024,bulk,14.91,20.07,11:40,340.5,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0010,bulk,16.09,18.43,11:53,353.7,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0034,bulk,16.51,17.45,12:02,362.3,4.5,3,False,
G4-01,Semirremolques de Gran Porte,B0044,bulk,16.68,17.49,12:07,367.5,3.5,1,False,
G4-01,Semirremolques de Gran Porte,B0011,bulk,17.1,18.06,12:14,374.1,4.0,2,False,
G4-01,Semirremolques de Gran Porte,B0021,bulk,17.48,18.26,12:19,379.9,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0075,bulk,9.89,17.76,07:19,79.2,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0093,bulk,9.43,17.75,07:25,85.7,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0099,bulk,8.74,17.73,07:33,93.1,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0069,bulk,8.68,18.03,07:37,97.9,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0098,bulk,8.38,18.28,07:43,103.6,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0086,bulk,8.06,18.2,07:49,109.5,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0101,bulk,7.95,18.35,07:54,114.8,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0104,bulk,7.59,18.35,07:59,119.9,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0055,bulk,7.73,18.98,08:07,127.1,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0094,bulk,7.47,19.43,08:13,133.4,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0092,bulk,7.04,19.2,08:19,139.5,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0070,bulk,6.98,18.88,08:24,144.8,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0064,bulk,6.93,18.53,08:29,149.9,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0066,bulk,6.53,18.51,08:35,155.6,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0088,bulk,6.61,17.89,08:42,162.8,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0102,bulk,6.81,17.47,08:48,168.3,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0096,bulk,6.52,17.29,08:53,173.3,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0071,bulk,6.26,17.41,08:58,178.5,4.0,2,True,
G4-02,Semirremolques de Gran Porte,B0062,bulk,6.54,17.0,09:04,184.6,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0074,bulk,7.45,16.62,09:12,192.3,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0065,bulk,7.7,16.34,09:18,198.4,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0061,bulk,8.06,16.73,09:24,204.2,4.0,2,True,
G4-02,Semirremolques de Gran Porte,B0081,bulk,7.49,17.51,09:32,212.3,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0077,bulk,8.16,17.86,09:39,219.0,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0087,bulk,8.41,18.93,09:48,228.2,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0072,bulk,8.5,19.12,09:52,232.6,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0082,bulk,8.64,19.48,09:58,238.8,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0059,bulk,8.58,19.65,10:03,243.1,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0089,bulk,8.43,20.0,10:08,248.2,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0100,bulk,8.17,19.76,10:13,253.2,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0057,bulk,8.96,19.78,10:21,261.1,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0060,bulk,9.02,19.96,10:25,265.9,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0085,bulk,9.12,19.92,10:30,270.3,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0076,bulk,9.45,20.05,10:36,276.4,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0079,bulk,8.91,19.42,10:44,284.4,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0103,bulk,9.0,18.85,10:50,290.4,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0078,bulk,10.28,19.78,11:01,301.2,4.0,2,True,
G4-02,Semirremolques de Gran Porte,B0083,bulk,9.22,21.06,11:12,312.3,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0068,bulk,8.38,21.84,11:20,320.7,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0091,bulk,8.19,21.69,11:25,325.7,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0073,bulk,7.41,20.27,11:36,336.7,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0053,bulk,7.18,20.08,11:42,342.4,4.0,2,True,
G4-02,Semirremolques de Gran Porte,B0097,bulk,6.76,20.18,11:48,348.3,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0090,bulk,6.84,19.52,11:55,355.6,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0080,bulk,6.71,19.36,12:00,360.0,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0084,bulk,5.82,19.28,12:08,368.4,4.5,3,True,
G4-02,Semirremolques de Gran Porte,B0056,bulk,6.0,20.85,12:19,379.6,4.0,2,False,
G4-02,Semirremolques de Gran Porte,B0058,bulk,6.36,21.12,12:25,385.6,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0063,bulk,7.21,16.06,12:51,411.0,3.5,1,False,
G4-02,Semirremolques de Gran Porte,B0095,bulk,6.65,15.64,12:57,417.5,4.5,3,False,
G4-02,Semirremolques de Gran Porte,B0054,bulk,6.28,15.64,13:03,423.6,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0147,bulk,16.49,14.97,06:22,22.7,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0002,bulk,17.78,15.6,06:32,32.4,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0113,bulk,18.17,14.46,06:41,41.0,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0105,bulk,18.2,14.44,06:45,45.2,4.5,3,False,
G4-03,Semirremolques de Gran Porte,B0151,bulk,18.4,14.1,06:51,51.4,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0123,bulk,18.6,14.15,06:56,56.3,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0130,bulk,18.91,13.73,07:02,62.0,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0116,bulk,18.97,13.74,07:06,66.3,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0120,bulk,18.99,13.42,07:11,71.7,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0121,bulk,18.69,13.1,07:17,77.0,4.5,3,False,
G4-03,Semirremolques de Gran Porte,B0128,bulk,18.54,13.48,07:23,83.3,3.5,1,True,
G4-03,Semirremolques de Gran Porte,B0139,bulk,18.1,13.19,07:29,89.0,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0152,bulk,18.29,13.01,07:33,93.6,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0142,bulk,18.31,12.99,07:37,97.8,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0135,bulk,18.27,12.87,07:41,101.8,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0110,bulk,18.48,12.57,07:47,107.4,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0134,bulk,18.92,11.89,07:54,114.3,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0137,bulk,18.82,11.56,07:59,119.3,4.5,3,False,
G4-03,Semirremolques de Gran Porte,B0148,bulk,19.12,11.45,08:05,125.2,4.0,2,True,
G4-03,Semirremolques de Gran Porte,B0136,bulk,19.84,11.63,08:12,132.4,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0114,bulk,19.86,11.66,08:16,136.0,4.5,3,False,
G4-03,Semirremolques de Gran Porte,B0138,bulk,19.59,12.26,08:23,143.4,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0108,bulk,19.49,12.7,08:28,148.8,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0150,bulk,19.9,12.73,08:34,154.0,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0143,bulk,20.22,12.94,08:39,159.2,4.5,3,False,
G4-03,Semirremolques de Gran Porte,B0115,bulk,20.27,13.23,08:44,164.9,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0133,bulk,20.87,13.07,08:51,171.1,4.5,3,False,
G4-03,Semirremolques de Gran Porte,B0149,bulk,21.41,12.38,08:59,179.3,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0146,bulk,21.89,11.69,09:06,186.5,3.5,1,False,
G4-03,Semirremolques de Gran Porte,B0127,bulk,22.03,11.4,09:11,191.3,4.0,2,True,
G4-03,Semirremolques de Gran Porte,B0109,bulk,20.83,11.43,09:20,200.5,4.0,2,False,
G4-03,Semirremolques de Gran Porte,B0156,bulk,20.83,11.12,09:25,205.8,4.5,3,False,
G4-03,Semirremolques de Gran Porte,B0141,bulk,20.04,10.56,09:34,214.5,4.5,3,True,
